# wavelength 	 flux_density
1.093580999999999904e+03 5.832870000000001000e+15
1.093849999999999909e+03 5.812320000000000000e+15
1.094119000000000142e+03 5.698580000000000000e+15
1.094387999999999920e+03 5.752530000000000000e+15
1.094656999999999925e+03 5.889390000000001000e+15
1.094926000000000158e+03 5.891890000000000000e+15
1.095194999999999936e+03 5.860330000000000000e+15
1.095463999999999942e+03 5.789810000000000000e+15
1.095731999999999971e+03 5.769120000000000000e+15
1.096000999999999976e+03 5.794570000000000000e+15
1.096269999999999982e+03 5.827720000000001000e+15
1.096538999999999987e+03 5.667370000000000000e+15
1.096807999999999993e+03 5.332160000000001000e+15
1.097076000000000022e+03 5.380050000000000000e+15
1.097345000000000027e+03 5.611390000000001000e+15
1.097614000000000033e+03 5.709290000000000000e+15
1.097883000000000038e+03 5.688720000000001000e+15
1.098152000000000044e+03 5.504270000000000000e+15
1.098421000000000049e+03 5.396250000000000000e+15
1.098689000000000078e+03 5.618830000000001000e+15
1.098958000000000084e+03 5.732910000000000000e+15
1.099226999999999862e+03 5.822500000000000000e+15
1.099496000000000095e+03 5.815500000000000000e+15
1.099765000000000100e+03 5.682070000000000000e+15
1.100033999999999878e+03 5.579960000000000000e+15
1.100301999999999907e+03 5.636470000000000000e+15
1.100570999999999913e+03 5.671150000000000000e+15
1.100840000000000146e+03 5.665760000000000000e+15
1.101108999999999924e+03 5.705290000000000000e+15
1.101377999999999929e+03 5.710490000000000000e+15
1.101645999999999958e+03 5.558180000000000000e+15
1.101914999999999964e+03 5.503220000000000000e+15
1.102183999999999969e+03 5.513500000000000000e+15
1.102452999999999975e+03 5.519810000000001000e+15
1.102721999999999980e+03 5.668140000000000000e+15
1.102990000000000009e+03 5.764070000000000000e+15
1.103259000000000015e+03 5.594960000000000000e+15
1.103528000000000020e+03 5.645720000000000000e+15
1.103797000000000025e+03 5.719030000000000000e+15
1.104065000000000055e+03 5.643960000000001000e+15
1.104333999999999833e+03 5.637390000000000000e+15
1.104603000000000065e+03 5.724200000000000000e+15
1.104872000000000071e+03 5.717610000000000000e+15
1.105140999999999849e+03 5.692340000000000000e+15
1.105410000000000082e+03 5.800350000000000000e+15
1.105677999999999884e+03 5.788690000000000000e+15
1.105947000000000116e+03 5.633080000000000000e+15
1.106216000000000122e+03 5.618920000000000000e+15
1.106484999999999900e+03 5.779180000000000000e+15
1.106753000000000156e+03 5.795880000000000000e+15
1.107021999999999935e+03 5.663750000000000000e+15
1.107290999999999940e+03 5.619490000000000000e+15
1.107560000000000173e+03 5.721440000000000000e+15
1.107827999999999975e+03 5.807070000000001000e+15
1.108097000000000207e+03 5.722760000000001000e+15
1.108365999999999985e+03 5.595300000000000000e+15
1.108634999999999991e+03 5.729560000000000000e+15
1.108903000000000020e+03 5.806680000000000000e+15
1.109172000000000025e+03 5.701660000000001000e+15
1.109440999999999804e+03 5.594440000000001000e+15
1.109710000000000036e+03 5.715100000000000000e+15
1.109977999999999838e+03 5.785800000000000000e+15
1.110247000000000071e+03 5.760830000000001000e+15
1.110516000000000076e+03 5.672090000000000000e+15
1.110784999999999854e+03 5.666430000000000000e+15
1.111053000000000111e+03 5.715970000000000000e+15
1.111321999999999889e+03 5.713230000000000000e+15
1.111590999999999894e+03 5.690060000000001000e+15
1.111860000000000127e+03 5.733110000000000000e+15
1.112127999999999929e+03 5.594410000000000000e+15
1.112397000000000162e+03 5.508700000000000000e+15
1.112665999999999940e+03 5.663410000000000000e+15
1.112934000000000196e+03 5.735890000000000000e+15
1.113202999999999975e+03 5.639200000000001000e+15
1.113471999999999980e+03 5.471870000000000000e+15
1.113740999999999985e+03 5.526860000000000000e+15
1.114009000000000015e+03 5.748810000000000000e+15
1.114278000000000020e+03 5.810890000000000000e+15
1.114547000000000025e+03 5.766960000000000000e+15
1.114816000000000031e+03 5.550180000000000000e+15
1.115084000000000060e+03 5.504190000000001000e+15
1.115353000000000065e+03 5.734050000000000000e+15
1.115621999999999844e+03 5.770250000000000000e+15
1.115891000000000076e+03 5.630950000000000000e+15
1.116158999999999878e+03 5.449070000000000000e+15
1.116427999999999884e+03 5.522560000000000000e+15
1.116697000000000116e+03 5.773970000000000000e+15
1.116964999999999918e+03 5.794100000000000000e+15
1.117234000000000151e+03 5.691690000000001000e+15
1.117502999999999929e+03 5.593950000000000000e+15
1.117771999999999935e+03 5.590540000000000000e+15
1.118039999999999964e+03 5.727100000000000000e+15
1.118308999999999969e+03 5.797830000000000000e+15
1.118577999999999975e+03 5.727950000000000000e+15
1.118846000000000004e+03 5.506820000000000000e+15
1.119115000000000009e+03 5.347380000000000000e+15
1.119384000000000015e+03 5.429940000000000000e+15
1.119653000000000020e+03 5.697980000000000000e+15
1.119921000000000049e+03 5.615950000000000000e+15
1.120190000000000055e+03 5.458110000000000000e+15
1.120459000000000060e+03 5.564270000000001000e+15
1.120727000000000089e+03 5.651370000000000000e+15
1.120996000000000095e+03 5.711470000000001000e+15
1.121264999999999873e+03 5.744010000000000000e+15
1.121532999999999902e+03 5.616660000000000000e+15
1.121801999999999907e+03 5.578830000000001000e+15
1.122071000000000140e+03 5.712830000000000000e+15
1.122338999999999942e+03 5.741630000000000000e+15
1.122607999999999947e+03 5.667190000000000000e+15
1.122876999999999953e+03 5.602320000000001000e+15
1.122889999999999873e+03 5.596350000000000000e+15
1.123215999999999894e+03 5.537780000000000000e+15
1.123540999999999940e+03 5.639440000000000000e+15
1.123866999999999962e+03 5.669980000000001000e+15
1.124192999999999984e+03 5.653560000000000000e+15
1.124517999999999802e+03 5.580950000000000000e+15
1.124844000000000051e+03 5.540320000000001000e+15
1.125170000000000073e+03 5.609390000000000000e+15
1.125494999999999891e+03 5.385010000000000000e+15
1.125820999999999913e+03 5.327470000000000000e+15
1.126146999999999935e+03 5.494880000000000000e+15
1.126471999999999980e+03 5.518730000000000000e+15
1.126798000000000002e+03 5.694680000000000000e+15
1.127123000000000047e+03 5.762460000000001000e+15
1.127448999999999842e+03 5.719140000000000000e+15
1.127774000000000115e+03 5.634880000000001000e+15
1.128100000000000136e+03 5.521220000000000000e+15
1.128424999999999955e+03 5.567030000000000000e+15
1.128750999999999976e+03 5.651720000000000000e+15
1.129076000000000022e+03 5.600610000000000000e+15
1.129402000000000044e+03 5.506830000000000000e+15
1.129726999999999862e+03 5.379810000000000000e+15
1.130052999999999884e+03 5.377560000000000000e+15
1.130378000000000156e+03 5.608250000000000000e+15
1.130703999999999951e+03 5.674940000000000000e+15
1.131028999999999996e+03 5.627740000000000000e+15
1.131355000000000018e+03 5.513980000000000000e+15
1.131680000000000064e+03 5.430790000000000000e+15
1.132006000000000085e+03 5.493890000000000000e+15
1.132330999999999904e+03 5.615270000000001000e+15
1.132656999999999925e+03 5.661440000000000000e+15
1.132981999999999971e+03 5.635010000000000000e+15
1.133307000000000016e+03 5.438850000000000000e+15
1.133632999999999811e+03 5.307310000000000000e+15
1.133958000000000084e+03 5.471490000000000000e+15
1.134284000000000106e+03 5.553050000000000000e+15
1.134608999999999924e+03 5.520350000000000000e+15
1.134934000000000196e+03 5.493360000000000000e+15
1.135259999999999991e+03 5.395950000000001000e+15
1.135585000000000036e+03 5.268330000000000000e+15
1.135910000000000082e+03 5.358600000000000000e+15
1.136236000000000104e+03 5.544950000000000000e+15
1.136560999999999922e+03 5.632430000000000000e+15
1.136885999999999967e+03 5.615290000000000000e+15
1.137211999999999989e+03 5.517260000000000000e+15
1.137537000000000035e+03 5.346760000000000000e+15
1.137861999999999853e+03 5.341290000000000000e+15
1.138187000000000126e+03 5.423730000000000000e+15
1.138513000000000147e+03 5.308220000000001000e+15
1.138837999999999965e+03 5.432680000000000000e+15
1.139163000000000011e+03 5.429890000000000000e+15
1.139488000000000056e+03 5.307390000000000000e+15
1.139814000000000078e+03 5.365000000000000000e+15
1.140139000000000124e+03 5.469170000000000000e+15
1.140463999999999942e+03 5.356900000000000000e+15
1.140788999999999987e+03 5.201370000000000000e+15
1.141114000000000033e+03 5.371420000000000000e+15
1.141440000000000055e+03 5.413970000000000000e+15
1.141764999999999873e+03 5.396120000000000000e+15
1.142090000000000146e+03 5.453640000000001000e+15
1.142414999999999964e+03 5.448050000000000000e+15
1.142740000000000009e+03 5.424980000000000000e+15
1.143065000000000055e+03 5.470180000000000000e+15
1.143391000000000076e+03 5.528590000000000000e+15
1.143715999999999894e+03 5.455040000000000000e+15
1.144041000000000167e+03 5.312020000000000000e+15
1.144365999999999985e+03 5.314380000000000000e+15
1.144690999999999804e+03 5.462920000000000000e+15
1.145016000000000076e+03 5.451950000000000000e+15
1.145340999999999894e+03 5.451630000000000000e+15
1.145666000000000167e+03 5.526100000000000000e+15
1.145990999999999985e+03 5.430210000000000000e+15
1.146315999999999804e+03 5.417430000000000000e+15
1.146641000000000076e+03 5.470970000000000000e+15
1.146965999999999894e+03 5.486690000000000000e+15
1.147291000000000167e+03 5.456040000000000000e+15
1.147617000000000189e+03 5.361850000000000000e+15
1.147941000000000031e+03 5.467020000000001000e+15
1.148266999999999825e+03 5.453670000000000000e+15
1.148592000000000098e+03 5.363300000000000000e+15
1.148915999999999940e+03 5.350060000000000000e+15
1.149240999999999985e+03 5.441270000000000000e+15
1.149567000000000007e+03 5.414510000000000000e+15
1.149891000000000076e+03 5.403380000000001000e+15
1.150215999999999894e+03 5.457730000000000000e+15
1.150540999999999940e+03 5.336380000000000000e+15
1.150865999999999985e+03 5.291010000000000000e+15
1.151191000000000031e+03 5.405850000000000000e+15
1.151516000000000076e+03 5.460120000000000000e+15
1.151840999999999894e+03 5.405120000000000000e+15
1.152165999999999940e+03 5.351290000000000000e+15
1.152490999999999985e+03 5.386670000000000000e+15
1.152816000000000031e+03 5.377480000000000000e+15
1.153141000000000076e+03 5.370980000000000000e+15
1.153464999999999918e+03 5.435990000000000000e+15
1.153790000000000191e+03 5.477360000000000000e+15
1.154115000000000009e+03 5.457570000000000000e+15
1.154439999999999827e+03 5.403120000000000000e+15
1.154765000000000100e+03 5.474730000000000000e+15
1.155089999999999918e+03 5.495740000000000000e+15
1.155413999999999987e+03 5.403590000000000000e+15
1.155739000000000033e+03 5.391980000000000000e+15
1.156064000000000078e+03 5.430860000000000000e+15
1.156388999999999896e+03 5.456240000000000000e+15
1.156713999999999942e+03 5.432800000000000000e+15
1.157038999999999987e+03 5.420630000000001000e+15
1.157362999999999829e+03 5.437500000000000000e+15
1.157688000000000102e+03 5.366110000000000000e+15
1.158012999999999920e+03 5.353170000000000000e+15
1.158338000000000193e+03 5.411130000000000000e+15
1.158662000000000035e+03 5.425150000000000000e+15
1.158987000000000080e+03 5.364400000000000000e+15
1.159311999999999898e+03 5.161440000000000000e+15
1.159635999999999967e+03 5.006140000000000000e+15
1.159961000000000013e+03 5.235640000000000000e+15
1.160285999999999831e+03 5.361490000000000000e+15
1.160611000000000104e+03 5.302400000000000000e+15
1.160934999999999945e+03 5.137960000000001000e+15
1.161259999999999991e+03 4.943020000000001000e+15
1.161585000000000036e+03 5.067220000000000000e+15
1.161909000000000106e+03 5.282110000000000000e+15
1.162233999999999924e+03 5.352450000000000000e+15
1.162558999999999969e+03 5.403280000000000000e+15
1.162882999999999811e+03 5.359970000000000000e+15
1.163208000000000084e+03 5.247230000000000000e+15
1.163532999999999902e+03 5.297750000000000000e+15
1.163856999999999971e+03 5.307130000000000000e+15
1.164182000000000016e+03 5.142010000000000000e+15
1.164506000000000085e+03 5.171700000000000000e+15
1.164830999999999904e+03 5.318200000000000000e+15
1.165156000000000176e+03 5.353300000000000000e+15
1.165480000000000018e+03 5.329350000000000000e+15
1.165805000000000064e+03 5.257780000000000000e+15
1.166128999999999905e+03 5.199010000000000000e+15
1.166454000000000178e+03 5.244310000000000000e+15
1.166778000000000020e+03 5.271910000000000000e+15
1.167103000000000065e+03 5.203310000000000000e+15
1.167426999999999907e+03 5.224290000000000000e+15
1.167751999999999953e+03 5.298600000000000000e+15
1.168075999999999794e+03 5.345230000000001000e+15
1.168401000000000067e+03 5.292630000000000000e+15
1.168724999999999909e+03 5.269630000000000000e+15
1.169049999999999955e+03 5.207490000000000000e+15
1.169374000000000024e+03 5.050410000000000000e+15
1.169699000000000069e+03 5.152360000000000000e+15
1.170023000000000138e+03 5.264500000000001000e+15
1.170347999999999956e+03 5.256840000000000000e+15
1.170672000000000025e+03 5.330740000000000000e+15
1.170997000000000071e+03 5.344830000000000000e+15
1.171321000000000140e+03 5.293670000000000000e+15
1.171645999999999958e+03 5.290350000000000000e+15
1.171970000000000027e+03 5.326690000000000000e+15
1.172295000000000073e+03 5.342630000000000000e+15
1.172619000000000142e+03 5.272430000000000000e+15
1.172942999999999984e+03 5.274500000000000000e+15
1.173268000000000029e+03 5.319540000000000000e+15
1.173591999999999871e+03 5.325870000000000000e+15
1.173915999999999940e+03 5.289550000000000000e+15
1.174240999999999985e+03 5.268570000000000000e+15
1.174565000000000055e+03 5.297900000000000000e+15
1.174890000000000100e+03 5.270520000000000000e+15
1.175213999999999942e+03 5.185130000000000000e+15
1.175538000000000011e+03 5.048960000000000000e+15
1.175863000000000056e+03 5.033670000000000000e+15
1.176187000000000126e+03 5.170940000000000000e+15
1.176511000000000195e+03 5.281250000000000000e+15
1.176836000000000013e+03 5.265260000000000000e+15
1.177160000000000082e+03 5.165120000000000000e+15
1.177483999999999924e+03 5.064190000000000000e+15
1.177809000000000196e+03 5.135770000000000000e+15
1.178133000000000038e+03 5.183800000000000000e+15
1.178457000000000107e+03 5.039630000000000000e+15
1.178781000000000176e+03 5.049460000000000000e+15
1.179105999999999995e+03 5.230270000000000000e+15
1.179430000000000064e+03 5.267850000000000000e+15
1.179753999999999905e+03 5.219450000000001000e+15
1.180077999999999975e+03 5.195000000000000000e+15
1.180403000000000020e+03 5.211960000000000000e+15
1.180727000000000089e+03 5.247920000000000000e+15
1.181051000000000158e+03 5.247070000000000000e+15
1.181375000000000000e+03 5.201910000000000000e+15
1.181699000000000069e+03 5.202170000000000000e+15
1.182023999999999887e+03 5.241080000000000000e+15
1.182347999999999956e+03 5.243130000000000000e+15
1.182672000000000025e+03 5.120740000000000000e+15
1.182995999999999867e+03 4.599880000000000000e+15
1.183319999999999936e+03 4.509990000000000000e+15
1.183644999999999982e+03 4.996420000000000000e+15
1.183969000000000051e+03 5.127900000000000000e+15
1.184293000000000120e+03 5.048780000000000000e+15
1.184616999999999962e+03 5.066500000000000000e+15
1.184941000000000031e+03 5.159130000000000000e+15
1.185265000000000100e+03 5.181990000000000000e+15
1.185588999999999942e+03 5.194940000000000000e+15
1.185913000000000011e+03 5.205670000000000000e+15
1.186237999999999829e+03 5.166500000000000000e+15
1.186561999999999898e+03 5.121850000000000000e+15
1.186886000000000195e+03 5.153670000000000000e+15
1.187210000000000036e+03 5.193400000000000000e+15
1.187534000000000106e+03 5.152680000000001000e+15
1.187858000000000175e+03 5.097450000000000000e+15
1.188182000000000016e+03 5.077600000000000000e+15
1.188506000000000085e+03 4.838570000000000000e+15
1.188830000000000155e+03 4.790640000000000000e+15
1.189153999999999996e+03 4.980990000000000000e+15
1.189478000000000065e+03 4.982830000000000000e+15
1.189802000000000135e+03 4.988730000000000000e+15
1.190125999999999976e+03 5.074080000000000000e+15
1.190450000000000045e+03 5.130620000000000000e+15
1.190773999999999887e+03 5.129750000000000000e+15
1.191097999999999956e+03 5.122280000000000000e+15
1.191422000000000025e+03 5.163310000000000000e+15
1.191745999999999867e+03 5.172280000000000000e+15
1.192069999999999936e+03 5.177100000000000000e+15
1.192394000000000005e+03 5.116060000000000000e+15
1.192717999999999847e+03 5.059770000000000000e+15
1.193041999999999916e+03 5.090330000000000000e+15
1.193365999999999985e+03 5.143700000000000000e+15
1.193689999999999827e+03 5.164690000000000000e+15
1.194013999999999896e+03 5.112330000000000000e+15
1.194337999999999965e+03 5.090000000000000000e+15
1.194661999999999807e+03 5.106140000000001000e+15
1.194986000000000104e+03 5.074090000000000000e+15
1.195310000000000173e+03 4.995010000000000000e+15
1.195634000000000015e+03 5.006890000000000000e+15
1.195958000000000084e+03 5.037770000000000000e+15
1.196282000000000153e+03 5.067410000000000000e+15
1.196605000000000018e+03 5.117300000000001000e+15
1.196928999999999860e+03 5.112570000000000000e+15
1.197252999999999929e+03 4.989220000000000000e+15
1.197576999999999998e+03 4.699160000000000000e+15
1.197901000000000067e+03 4.788200000000000000e+15
1.198225000000000136e+03 5.016050000000000000e+15
1.198548999999999978e+03 4.806270000000000000e+15
1.198871999999999844e+03 4.651340000000000000e+15
1.199195999999999913e+03 4.754970000000000000e+15
1.199519999999999982e+03 4.691280000000000000e+15
1.199843999999999824e+03 4.879410000000000000e+15
1.200167999999999893e+03 5.065180000000000000e+15
1.200491999999999962e+03 5.046780000000000000e+15
1.200815000000000055e+03 4.974530000000000000e+15
1.201138999999999896e+03 4.991620000000000000e+15
1.201462999999999965e+03 5.037440000000001000e+15
1.201787000000000035e+03 5.082620000000000000e+15
1.202110999999999876e+03 5.074320000000001000e+15
1.202433999999999969e+03 5.045100000000000000e+15
1.202758000000000038e+03 5.017280000000000000e+15
1.203081999999999880e+03 4.910350000000000000e+15
1.203405999999999949e+03 4.575530000000000000e+15
1.203729000000000042e+03 4.641730000000000000e+15
1.204053000000000111e+03 4.889290000000000000e+15
1.204376999999999953e+03 4.936860000000000000e+15
1.204701000000000022e+03 4.964290000000001000e+15
1.205024000000000115e+03 4.999780000000000000e+15
1.205348000000000184e+03 5.021740000000000000e+15
1.205672000000000025e+03 4.985630000000000000e+15
1.205996000000000095e+03 4.987550000000000000e+15
1.206318999999999960e+03 5.027110000000000000e+15
1.206642999999999802e+03 5.007090000000000000e+15
1.206966999999999871e+03 5.015880000000001000e+15
1.207289999999999964e+03 5.040270000000001000e+15
1.207614000000000033e+03 5.017260000000000000e+15
1.207937999999999874e+03 4.989250000000000000e+15
1.208260999999999967e+03 4.879920000000000000e+15
1.208585000000000036e+03 4.592380000000000000e+15
1.208909000000000106e+03 4.669320000000000000e+15
1.209231999999999971e+03 4.900500000000001000e+15
1.209556000000000040e+03 4.948220000000000000e+15
1.209880000000000109e+03 4.983720000000000000e+15
1.210202999999999975e+03 4.935220000000000000e+15
1.210526999999999816e+03 4.757350000000000000e+15
1.210849999999999909e+03 4.729450000000000000e+15
1.211173999999999978e+03 4.837440000000000000e+15
1.211498000000000047e+03 4.867700000000000000e+15
1.211821000000000140e+03 4.916000000000000000e+15
1.212144999999999982e+03 4.911030000000000000e+15
1.212468000000000075e+03 4.959660000000000000e+15
1.212792000000000144e+03 4.990070000000000000e+15
1.213115999999999985e+03 4.967910000000000000e+15
1.213438999999999851e+03 4.942330000000000000e+15
1.213762999999999920e+03 4.923600000000000000e+15
1.214086000000000013e+03 4.923330000000000000e+15
1.214410000000000082e+03 4.975150000000000000e+15
1.214733000000000175e+03 4.968750000000001000e+15
1.215057000000000016e+03 4.963400000000001000e+15
1.215379999999999882e+03 4.976730000000000000e+15
1.215703999999999951e+03 4.962040000000000000e+15
1.216027000000000044e+03 4.963470000000000000e+15
1.216350999999999885e+03 4.973210000000001000e+15
1.216673999999999978e+03 4.971610000000000000e+15
1.216998000000000047e+03 4.932450000000000000e+15
1.217321000000000140e+03 4.917450000000001000e+15
1.217644999999999982e+03 4.905170000000000000e+15
1.217967999999999847e+03 4.877010000000001000e+15
1.218291999999999916e+03 4.899310000000001000e+15
1.218615000000000009e+03 4.892290000000000000e+15
1.218939000000000078e+03 4.889480000000000000e+15
1.219262000000000171e+03 4.845440000000000000e+15
1.219586000000000013e+03 4.831100000000000000e+15
1.219908999999999878e+03 4.898980000000000000e+15
1.220232999999999947e+03 4.930100000000000000e+15
1.220556000000000040e+03 4.915870000000000000e+15
1.220879999999999882e+03 4.909160000000000000e+15
1.221202999999999975e+03 4.904130000000000000e+15
1.221525999999999840e+03 4.871050000000000000e+15
1.221850000000000136e+03 4.862370000000000000e+15
1.222173000000000002e+03 4.887200000000000000e+15
1.222496999999999844e+03 4.892840000000000000e+15
1.222819999999999936e+03 4.862800000000000000e+15
1.223143000000000029e+03 4.821740000000000000e+15
1.223467000000000098e+03 4.848520000000000000e+15
1.223789999999999964e+03 4.886390000000000000e+15
1.224114000000000033e+03 4.897360000000000000e+15
1.224436999999999898e+03 4.885760000000000000e+15
1.224759999999999991e+03 4.868950000000000000e+15
1.225084000000000060e+03 4.884580000000000000e+15
1.225406999999999925e+03 4.884200000000000000e+15
1.225730000000000018e+03 4.882380000000000000e+15
1.226054000000000087e+03 4.884160000000000000e+15
1.226376999999999953e+03 4.844210000000000000e+15
1.226699999999999818e+03 4.815700000000000000e+15
1.227023999999999887e+03 4.796760000000000000e+15
1.227346999999999980e+03 4.654560000000001000e+15
1.227670000000000073e+03 4.675510000000000000e+15
1.227994000000000142e+03 4.820010000000000000e+15
1.228317000000000007e+03 4.810390000000001000e+15
1.228639999999999873e+03 4.848870000000000000e+15
1.228962999999999965e+03 4.825650000000000000e+15
1.229287000000000035e+03 4.800540000000000000e+15
1.229610000000000127e+03 4.755740000000000000e+15
1.229932999999999993e+03 4.770280000000000000e+15
1.230256999999999834e+03 4.794010000000000000e+15
1.230579999999999927e+03 4.821400000000001000e+15
1.230903000000000020e+03 4.845180000000001000e+15
1.231225999999999885e+03 4.849850000000000000e+15
1.231549999999999955e+03 4.799210000000000000e+15
1.231873000000000047e+03 4.788060000000000000e+15
1.232196000000000140e+03 4.795980000000000000e+15
1.232519999999999982e+03 4.808910000000001000e+15
1.232842999999999847e+03 4.827490000000001000e+15
1.233165999999999940e+03 4.841580000000000000e+15
1.233489000000000033e+03 4.805160000000000000e+15
1.233811999999999898e+03 4.764630000000000000e+15
1.234135999999999967e+03 4.782690000000000000e+15
1.234459000000000060e+03 4.736770000000000000e+15
1.234782000000000153e+03 4.756280000000000000e+15
1.235104999999999791e+03 4.812770000000001000e+15
1.235427999999999884e+03 4.783510000000000000e+15
1.235751999999999953e+03 4.763500000000000000e+15
1.236075000000000045e+03 4.782450000000000000e+15
1.236398000000000138e+03 4.792600000000000000e+15
1.236721000000000004e+03 4.786200000000000000e+15
1.237044000000000096e+03 4.788280000000000000e+15
1.237367000000000189e+03 4.790850000000000000e+15
1.237691000000000031e+03 4.804740000000001000e+15
1.238013999999999896e+03 4.790040000000000000e+15
1.238336999999999989e+03 4.794460000000000000e+15
1.238660000000000082e+03 4.778420000000001000e+15
1.238982999999999947e+03 4.770950000000000000e+15
1.239306000000000040e+03 4.716630000000000000e+15
1.239629000000000133e+03 4.693410000000000000e+15
1.239951999999999998e+03 4.659600000000000000e+15
1.240275999999999840e+03 4.689810000000000000e+15
1.240598999999999933e+03 4.756350000000000000e+15
1.240922000000000025e+03 4.750760000000000000e+15
1.241244999999999891e+03 4.726890000000000000e+15
1.241567999999999984e+03 4.751020000000000000e+15
1.241891000000000076e+03 4.712180000000000000e+15
1.242213999999999942e+03 4.700250000000000000e+15
1.242537000000000035e+03 4.660300000000000000e+15
1.242860000000000127e+03 4.646780000000000000e+15
1.243182999999999993e+03 4.688340000000000000e+15
1.243506999999999834e+03 4.604340000000000000e+15
1.243829000000000178e+03 4.573340000000000000e+15
1.244153000000000020e+03 4.650890000000000000e+15
1.244475999999999885e+03 4.690310000000000000e+15
1.244798999999999978e+03 4.722540000000000000e+15
1.245122000000000071e+03 4.721320000000000000e+15
1.245444999999999936e+03 4.710950000000000000e+15
1.245768000000000029e+03 4.710610000000000000e+15
1.246091000000000122e+03 4.670860000000000000e+15
1.246413999999999987e+03 4.663250000000000000e+15
1.246737000000000080e+03 4.731810000000000000e+15
1.247059999999999945e+03 4.739840000000000000e+15
1.247382999999999811e+03 4.722030000000000000e+15
1.247705999999999904e+03 4.701570000000000000e+15
1.248028999999999996e+03 4.702730000000000000e+15
1.248351999999999862e+03 4.694080000000000000e+15
1.248674999999999955e+03 4.692960000000000000e+15
1.248998000000000047e+03 4.696920000000000000e+15
1.249320999999999913e+03 4.716830000000000000e+15
1.249644000000000005e+03 4.696310000000000000e+15
1.249967000000000098e+03 4.685220000000000000e+15
1.250289999999999964e+03 4.694220000000000000e+15
1.250613000000000056e+03 4.698730000000000000e+15
1.250936000000000149e+03 4.722740000000000000e+15
1.251258999999999787e+03 4.703340000000000000e+15
1.251581999999999880e+03 4.673710000000000000e+15
1.251903999999999996e+03 4.693620000000000000e+15
1.252227999999999838e+03 4.658940000000000000e+15
1.252549999999999955e+03 4.554670000000000000e+15
1.252872999999999820e+03 4.573850000000000000e+15
1.253195999999999913e+03 4.660170000000000000e+15
1.253519000000000005e+03 4.682850000000000000e+15
1.253841999999999871e+03 4.675660000000000000e+15
1.254164999999999964e+03 4.685690000000000000e+15
1.254488000000000056e+03 4.687990000000000000e+15
1.254810999999999922e+03 4.692630000000001000e+15
1.255134000000000015e+03 4.651160000000000000e+15
1.255457000000000107e+03 4.663920000000000000e+15
1.255779999999999973e+03 4.643570000000000000e+15
1.256102000000000089e+03 4.595420000000000000e+15
1.256424999999999955e+03 4.612420000000000000e+15
1.256748000000000047e+03 4.655080000000000000e+15
1.257071000000000140e+03 4.643240000000000000e+15
1.257394000000000005e+03 4.620520000000000000e+15
1.257716999999999871e+03 4.630950000000000000e+15
1.258039999999999964e+03 4.654250000000000000e+15
1.258362999999999829e+03 4.618170000000000000e+15
1.258684999999999945e+03 4.553260000000000000e+15
1.259007999999999811e+03 4.594630000000000000e+15
1.259330999999999904e+03 4.643320000000000000e+15
1.259653999999999996e+03 4.637810000000000000e+15
1.259976999999999862e+03 4.625910000000000000e+15
1.260299999999999955e+03 4.613330000000000000e+15
1.260621999999999844e+03 4.611900000000000000e+15
1.260944999999999936e+03 4.625560000000000000e+15
1.261268000000000029e+03 4.608320000000001000e+15
1.261590999999999894e+03 4.516040000000000000e+15
1.261913999999999987e+03 4.476300000000000500e+15
1.262235999999999876e+03 4.551440000000000000e+15
1.262558999999999969e+03 4.579470000000001000e+15
1.262882000000000062e+03 4.588270000000000000e+15
1.263204999999999927e+03 4.548940000000000000e+15
1.263528000000000020e+03 4.531500000000000000e+15
1.263849999999999909e+03 4.543720000000000000e+15
1.264173000000000002e+03 4.490240000000000000e+15
1.264496000000000095e+03 4.529320000000000000e+15
1.264818999999999960e+03 4.594260000000000000e+15
1.265141000000000076e+03 4.501860000000000500e+15
1.265463999999999942e+03 4.490750000000000500e+15
1.265787000000000035e+03 4.574890000000000000e+15
1.266110000000000127e+03 4.582160000000000000e+15
1.266432999999999993e+03 4.592890000000000000e+15
1.266755000000000109e+03 4.585600000000000000e+15
1.267077999999999975e+03 4.557490000000000000e+15
1.267401000000000067e+03 4.542720000000000000e+15
1.267722999999999956e+03 4.548710000000000000e+15
1.268046000000000049e+03 4.486980000000000000e+15
1.268369000000000142e+03 4.395320000000000000e+15
1.268692000000000007e+03 4.459460000000000000e+15
1.269014000000000124e+03 4.545100000000000000e+15
1.269336999999999989e+03 4.573920000000000000e+15
1.269660000000000082e+03 4.582960000000000000e+15
1.269981999999999971e+03 4.578690000000000000e+15
1.270305000000000064e+03 4.579050000000000000e+15
1.270628000000000156e+03 4.585850000000000000e+15
1.270951000000000022e+03 4.583140000000000000e+15
1.271273000000000138e+03 4.582360000000000000e+15
1.271596000000000004e+03 4.579650000000000000e+15
1.271919000000000096e+03 4.558060000000001000e+15
1.272240999999999985e+03 4.572740000000000000e+15
1.272564000000000078e+03 4.561610000000000000e+15
1.272887000000000171e+03 4.552850000000000000e+15
1.273209000000000060e+03 4.533210000000000000e+15
1.273532000000000153e+03 4.530230000000000000e+15
1.273855000000000018e+03 4.518160000000000000e+15
1.274176999999999907e+03 4.473540000000000000e+15
1.274500000000000000e+03 4.509370000000000000e+15
1.274823000000000093e+03 4.516350000000000000e+15
1.275144999999999982e+03 4.538130000000000000e+15
1.275468000000000075e+03 4.536970000000000000e+15
